Row,Column,Value
KNA,F1971,-0.233
KNA,F1972,-0.214
KNA,F1973,0.164
KNA,F1974,-0.377
KNA,F1975,-0.419
KNA,F1976,-0.467
KNA,F1977,0.076
KNA,F1978,0.161
KNA,F1979,0.16
KNA,F1980,0.646
KNA,F1981,0.564
KNA,F1982,0.162
KNA,F1983,0.489
KNA,F1984,0.009
KNA,F1985,-0.051
KNA,F1986,-0.023
KNA,F1987,0.649
KNA,F1988,0.395
KNA,F1989,-0.077
KNA,F1990,0.417
KNA,F1991,0.459
KNA,F1992,0.445
KNA,F1993,0.528
KNA,F1994,0.493
KNA,F1995,0.677
KNA,F1996,0.377
KNA,F1997,0.455
KNA,F1998,1.046
KNA,F1999,0.541
KNA,F2000,0.335
KNA,F2001,
KNA,F2002,0.634
KNA,F2003,0.783
KNA,F2004,0.501
KNA,F2005,0.843
KNA,F2006,0.659
KNA,F2007,0.934
KNA,F2008,0.394
KNA,F2009,0.498
KNA,F2010,1.153
KNA,F2011,0.586
KNA,F2012,0.696
KNA,F2013,0.783
KNA,F2014,0.744
KNA,F2015,1.035
KNA,F2016,1.097
KNA,F2017,0.958
KNA,F2018,0.627
KNA,F2019,0.797
KNA,F2020,1.131
KNA,F2021,0.862
KNA,F2022,0.77
KOR,F1961,0.637
KOR,F1962,-0.094
KOR,F1963,-0.472
KOR,F1964,0.608
KOR,F1965,-0.178
KOR,F1966,0.099
KOR,F1967,0.17
KOR,F1968,-0.678
KOR,F1969,-0.288
KOR,F1970,-0.491
KOR,F1971,-0.193
KOR,F1972,-0.08
KOR,F1973,0.516
KOR,F1974,-0.808
KOR,F1975,0.571
KOR,F1976,-0.493
KOR,F1977,0.121
KOR,F1978,0.788
KOR,F1979,0.596
KOR,F1980,-0.465
KOR,F1981,-0.767
KOR,F1982,0.42
KOR,F1983,0.456
KOR,F1984,-0.282
KOR,F1985,0.262
KOR,F1986,-0.765
KOR,F1987,0.374
KOR,F1988,0.255
KOR,F1989,0.78
KOR,F1990,1.229
KOR,F1991,0.28
KOR,F1992,0.621
KOR,F1993,0.04
KOR,F1994,1.249
KOR,F1995,0.418
KOR,F1996,-0.019
KOR,F1997,0.737
KOR,F1998,1.47
KOR,F1999,1.032
KOR,F2000,0.414
KOR,F2001,0.893
KOR,F2002,0.65
KOR,F2003,0.618
KOR,F2004,1.185
KOR,F2005,0.918
KOR,F2006,0.478
KOR,F2007,1.237
KOR,F2008,0.946
KOR,F2009,0.95
KOR,F2010,0.498
KOR,F2011,0.31
KOR,F2012,0.402
KOR,F2013,0.519
KOR,F2014,0.987
KOR,F2015,0.944
KOR,F2016,1.637
KOR,F2017,1.459
KOR,F2018,0.966
KOR,F2019,1.485
KOR,F2020,1.551
KOR,F2021,1.762
KOR,F2022,1.659
KWT,F1961,-0.225
KWT,F1962,0.8
KWT,F1963,0.485
KWT,F1964,-0.781
KWT,F1965,0.051
KWT,F1966,0.776
KWT,F1967,-0.621
KWT,F1968,-0.253
KWT,F1969,0.375
KWT,F1970,0.514
KWT,F1971,-0.178
KWT,F1972,-0.766
KWT,F1973,-0.274
KWT,F1974,-0.341
KWT,F1975,-0.254
KWT,F1976,-0.649
KWT,F1977,0.366
KWT,F1978,0.036
KWT,F1979,1.291
KWT,F1980,0.497
KWT,F1981,0.418
KWT,F1982,-0.142
KWT,F1983,-0.622
KWT,F1984,0.256
KWT,F1985,0.003
KWT,F1986,0.467
KWT,F1987,0.723
KWT,F1988,0.449
KWT,F1989,0.141
KWT,F1990,0.396
KWT,F1991,0.535
KWT,F1992,-0.523
KWT,F1993,-0.095
KWT,F1994,0.993
KWT,F1995,0.217
KWT,F1996,0.929
KWT,F1997,0.528
KWT,F1998,1.346
KWT,F1999,2.064
KWT,F2000,1.28
KWT,F2001,1.27
KWT,F2002,1.604
KWT,F2003,1.564
KWT,F2004,1.519
KWT,F2005,0.724
KWT,F2006,1.911
KWT,F2007,1.085
KWT,F2008,1.434
KWT,F2009,1.323
KWT,F2010,2.602
KWT,F2011,1.373
KWT,F2012,1.562
KWT,F2013,1.349
KWT,F2014,1.451
KWT,F2015,2.104
KWT,F2016,1.695
KWT,F2017,1.962
KWT,F2018,2.358
KWT,F2019,1.895
KWT,F2020,1.975
KWT,F2021,2.676
KWT,F2022,2.275
LAO,F1961,0.049
LAO,F1962,-0.271
LAO,F1963,-0.412
LAO,F1964,-0.077
LAO,F1965,-0.176
LAO,F1966,0.453
LAO,F1967,-0.123
LAO,F1968,-0.128
LAO,F1969,0.514
LAO,F1970,-0.021
LAO,F1971,-0.442
LAO,F1972,-0.002
LAO,F1973,0.48
LAO,F1974,-0.405
LAO,F1975,0.265
LAO,F1976,-0.49
LAO,F1977,0.018
LAO,F1978,0.193
LAO,F1979,0.538
LAO,F1980,0.512
LAO,F1981,0.486
LAO,F1982,0.217
LAO,F1983,0.321
LAO,F1984,0.129
LAO,F1985,0.321
LAO,F1986,0.079
LAO,F1987,0.982
LAO,F1988,0.361
LAO,F1989,0.299
LAO,F1990,0.487
LAO,F1991,0.757
LAO,F1992,0.259
LAO,F1993,0.338
LAO,F1994,0.464
LAO,F1995,0.692
LAO,F1996,0.198
LAO,F1997,0.384
LAO,F1998,1.485
LAO,F1999,0.721
LAO,F2000,0.094
LAO,F2001,0.766
LAO,F2002,0.664
LAO,F2003,1.037
LAO,F2004,0.48
LAO,F2005,0.961
LAO,F2006,0.929
LAO,F2007,0.649
LAO,F2008,0.334
LAO,F2009,0.696
LAO,F2010,1.431
LAO,F2011,0.214
LAO,F2012,1.048
LAO,F2013,1.22
LAO,F2014,0.837
LAO,F2015,1.497
LAO,F2016,1.519
LAO,F2017,1.243
LAO,F2018,0.955
LAO,F2019,2.2
LAO,F2020,1.719
LAO,F2021,1.287
LAO,F2022,1.112
LBN,F1961,0.002
LBN,F1962,0.852
LBN,F1963,0.749
LBN,F1964,-0.719
LBN,F1965,-0.09
LBN,F1966,0.683
LBN,F1967,-0.944
LBN,F1968,-0.089
LBN,F1969,0.223
LBN,F1970,0.389
LBN,F1971,-0.306
LBN,F1972,-0.675
LBN,F1973,-0.535
LBN,F1974,-0.226
LBN,F1975,-0.253
LBN,F1976,-0.667
LBN,F1977,0.094
LBN,F1978,0.019
LBN,F1979,0.693
LBN,F1980,-0.229
LBN,F1981,0.017
LBN,F1982,-0.496
LBN,F1983,-0.958
LBN,F1984,-0.081
LBN,F1985,-0.015
LBN,F1986,0.233
LBN,F1987,-0.229
LBN,F1988,0.019
LBN,F1989,0.129
LBN,F1990,0.059
LBN,F1991,0.411
LBN,F1992,-1.017
LBN,F1993,-0.433
LBN,F1994,1.048
LBN,F1995,0.044
LBN,F1996,0.39
LBN,F1997,-0.103
LBN,F1998,1.001
LBN,F1999,1.1
LBN,F2000,0.544
LBN,F2001,1.146
LBN,F2002,0.833
LBN,F2003,0.626
LBN,F2004,0.647
LBN,F2005,0.28
LBN,F2006,0.72
LBN,F2007,0.728
LBN,F2008,0.989
LBN,F2009,0.844
LBN,F2010,2.353
LBN,F2011,0.663
LBN,F2012,1.045
LBN,F2013,1.26
LBN,F2014,1.051
LBN,F2015,1.383
LBN,F2016,1.629
LBN,F2017,1.023
LBN,F2018,2.154
LBN,F2019,1.412
LBN,F2020,1.623
LBN,F2021,2.039
LBN,F2022,1.29
LBR,F1961,-0.095
LBR,F1962,-0.074
LBR,F1963,0.154
LBR,F1964,-0.133
LBR,F1965,-0.259
LBR,F1966,0.05
LBR,F1967,-0.149
LBR,F1968,-0.076
LBR,F1969,0.147
LBR,F1970,0.272
LBR,F1971,-0.131
LBR,F1972,0.025
LBR,F1973,0.504
LBR,F1974,0.023
LBR,F1975,-0.121
LBR,F1976,-0.193
LBR,F1977,0.237
LBR,F1978,0.246
LBR,F1979,0.55
LBR,F1980,0.417
LBR,F1981,0.171
LBR,F1982,0.249
LBR,F1983,0.536
LBR,F1984,0.388
LBR,F1985,0.282
LBR,F1986,0.173
LBR,F1987,0.951
LBR,F1988,0.824
LBR,F1989,0.364
LBR,F1990,0.581
LBR,F1991,0.52
LBR,F1992,0.246
LBR,F1993,0.529
LBR,F1994,0.533
LBR,F1995,0.653
LBR,F1996,0.587
LBR,F1997,0.972
LBR,F1998,1.297
LBR,F1999,0.781
LBR,F2000,0.56
LBR,F2001,0.513
LBR,F2002,0.875
LBR,F2003,0.938
LBR,F2004,0.911
LBR,F2005,1.108
LBR,F2006,1.119
LBR,F2007,1.041
LBR,F2008,1.131
LBR,F2009,1.365
LBR,F2010,1.42
LBR,F2011,1.102
LBR,F2012,0.869
LBR,F2013,0.983
LBR,F2014,0.934
LBR,F2015,1.288
LBR,F2016,1.412
LBR,F2017,1.539
LBR,F2018,1.306
LBR,F2019,1.494
LBR,F2020,1.593
LBR,F2021,1.474
LBR,F2022,1.556
LBY,F1961,-0.473
LBY,F1962,0.208
LBY,F1963,0.23
LBY,F1964,-0.051
LBY,F1965,-0.077
LBY,F1966,0.251
LBY,F1967,-0.557
LBY,F1968,0.008
LBY,F1969,0.815
LBY,F1970,-0.223
LBY,F1971,-0.195
LBY,F1972,0.179
LBY,F1973,-0.188
LBY,F1974,-0.132
LBY,F1975,-0.449
LBY,F1976,-0.55
LBY,F1977,0.246
LBY,F1978,-0.26
LBY,F1979,0.302
LBY,F1980,-0.051
LBY,F1981,0.022
LBY,F1982,0.136
LBY,F1983,-0.332
LBY,F1984,-0.076
LBY,F1985,0.099
LBY,F1986,0.236
LBY,F1987,0.06
LBY,F1988,1.051
LBY,F1989,-0.006
LBY,F1990,0.557
LBY,F1991,0.231
LBY,F1992,-0.404
LBY,F1993,0.306
LBY,F1994,0.47
LBY,F1995,0.344
LBY,F1996,0.541
LBY,F1997,0.472
LBY,F1998,0.76
LBY,F1999,1.248
LBY,F2000,0.306
LBY,F2001,1.291
LBY,F2002,0.905
LBY,F2003,0.95
LBY,F2004,0.745
LBY,F2005,0.717
LBY,F2006,0.81
LBY,F2007,0.86
LBY,F2008,0.879
LBY,F2009,0.764
LBY,F2010,2.074
LBY,F2011,0.819
LBY,F2012,0.77
LBY,F2013,1.24
LBY,F2014,1.237
LBY,F2015,0.711
LBY,F2016,1.587
LBY,F2017,0.525
LBY,F2018,1.737
LBY,F2019,0.92
LBY,F2020,1.174
LBY,F2021,1.924
LBY,F2022,0.559
LCA,F1961,0.049
LCA,F1962,0.111
LCA,F1963,0.258
LCA,F1964,0.003
LCA,F1965,-0.245
LCA,F1966,0.025
LCA,F1967,-0.249
LCA,F1968,-0.201
LCA,F1969,0.436
LCA,F1970,0.216
LCA,F1971,-0.225
LCA,F1972,-0.058
LCA,F1973,0.104
LCA,F1974,-0.408
LCA,F1975,-0.417
LCA,F1976,-0.344
LCA,F1977,-0.055
LCA,F1978,0.096
LCA,F1979,0.194
LCA,F1980,0.329
LCA,F1981,0.354
LCA,F1982,0.089
LCA,F1983,0.379
LCA,F1984,-0.039
LCA,F1985,-0.228
LCA,F1986,-0.076
LCA,F1987,0.525
LCA,F1988,0.424
LCA,F1989,-0.025
LCA,F1990,0.318
LCA,F1991,0.422
LCA,F1992,0.382
LCA,F1993,0.444
LCA,F1994,0.499
LCA,F1995,0.65
LCA,F1996,0.431
LCA,F1997,0.565
LCA,F1998,1.085
LCA,F1999,0.526
LCA,F2000,0.337
LCA,F2001,0.573
LCA,F2002,0.643
LCA,F2003,0.864
LCA,F2004,0.517
LCA,F2005,0.941
LCA,F2006,0.758
LCA,F2007,0.752
LCA,F2008,0.436
LCA,F2009,0.523
LCA,F2010,1.177
LCA,F2011,0.642
LCA,F2012,0.625
LCA,F2013,0.744
LCA,F2014,0.619
LCA,F2015,0.861
LCA,F2016,0.999
LCA,F2017,0.844
LCA,F2018,0.532
LCA,F2019,0.967
LCA,F2020,1.161
LCA,F2021,0.732
LCA,F2022,0.689
LIE,F1961,1.052
LIE,F1962,-0.483
LIE,F1963,-0.775
LIE,F1964,0.058
LIE,F1965,-0.84
LIE,F1966,0.407
LIE,F1967,0.545
LIE,F1968,0.013
LIE,F1969,-0.015
LIE,F1970,-0.553
LIE,F1971,-0.078
LIE,F1972,0.077
LIE,F1973,-0.024
LIE,F1974,0.177
LIE,F1975,0.68
LIE,F1976,0.293
LIE,F1977,0.272
LIE,F1978,-0.354
LIE,F1979,-0.081
LIE,F1980,-0.159
LIE,F1981,0.045
LIE,F1982,0.544
LIE,F1983,0.942
LIE,F1984,-0.371
LIE,F1985,-0.336
LIE,F1986,0.383
LIE,F1987,-0.045
LIE,F1988,0.929
LIE,F1989,1.089
LIE,F1990,1.308
LIE,F1991,0.184
LIE,F1992,1.09
LIE,F1993,0.635
LIE,F1994,1.925
LIE,F1995,0.9
LIE,F1996,-0.033
LIE,F1997,0.942
LIE,F1998,1.208
LIE,F1999,0.979
LIE,F2000,1.464
LIE,F2001,1.44
LIE,F2002,1.382
LIE,F2003,1.67
LIE,F2004,0.899
LIE,F2005,0.663
LIE,F2006,0.955
LIE,F2007,1.931
LIE,F2008,1.385
LIE,F2009,1.405
LIE,F2010,0.48
LIE,F2011,1.657
LIE,F2012,1.611
LIE,F2013,0.927
LIE,F2014,2.232
LIE,F2015,2.046
LIE,F2016,2.028
LIE,F2017,1.795
LIE,F2018,2.26
LIE,F2019,2.079
LIE,F2020,2.367
LIE,F2021,1.232
LIE,F2022,2.534
LKA,F1961,-0.105
LKA,F1962,-0.092
LKA,F1963,-0.029
LKA,F1964,0.07
LKA,F1965,-0.145
LKA,F1966,0.213
LKA,F1967,-0.082
LKA,F1968,-0.066
LKA,F1969,0.229
LKA,F1970,0.125
LKA,F1971,-0.334
LKA,F1972,-0.103
LKA,F1973,0.413
LKA,F1974,-0.245
LKA,F1975,-0.183
LKA,F1976,-0.117
LKA,F1977,0.038
LKA,F1978,0.091
LKA,F1979,0.327
LKA,F1980,0.419
LKA,F1981,0.151
LKA,F1982,0.137
LKA,F1983,0.637
LKA,F1984,-0.02
LKA,F1985,0.077
LKA,F1986,0.158
LKA,F1987,0.685
LKA,F1988,0.704
LKA,F1989,0.219
LKA,F1990,0.569
LKA,F1991,0.516
LKA,F1992,0.214
LKA,F1993,0.217
LKA,F1994,0.305
LKA,F1995,0.575
LKA,F1996,0.402
LKA,F1997,0.559
LKA,F1998,1.187
LKA,F1999,0.355
LKA,F2000,0.462
LKA,F2001,0.698
LKA,F2002,0.852
LKA,F2003,0.759
LKA,F2004,0.673
LKA,F2005,0.722
LKA,F2006,0.496
LKA,F2007,0.496
LKA,F2008,0.421
LKA,F2009,0.783
LKA,F2010,1.105
LKA,F2011,0.739
LKA,F2012,0.977
LKA,F2013,0.862
LKA,F2014,0.997
LKA,F2015,1.006
LKA,F2016,1.369
LKA,F2017,1.095
LKA,F2018,0.823
LKA,F2019,1.275
LKA,F2020,1.315
LKA,F2021,1.034
LKA,F2022,1.004
LSO,F1961,0.371
LSO,F1962,0.272
LSO,F1963,0.026
LSO,F1964,0.007
LSO,F1965,-0.078
LSO,F1966,0.237
LSO,F1967,-0.106
LSO,F1968,-0.366
LSO,F1969,0.505
LSO,F1970,0.502
LSO,F1971,-0.015
LSO,F1972,-0.11
LSO,F1973,0.119
LSO,F1974,-0.108
LSO,F1975,-0.153
LSO,F1976,-0.422
LSO,F1977,0.295
LSO,F1978,0.125
LSO,F1979,0.326
LSO,F1980,0.19
LSO,F1981,-0.262
LSO,F1982,0.3
LSO,F1983,1.007
LSO,F1984,0.351
LSO,F1985,0.812
LSO,F1986,0.513
LSO,F1987,0.606
LSO,F1988,0.484
LSO,F1989,0.017
LSO,F1990,0.358
LSO,F1991,0.538
LSO,F1992,0.988
LSO,F1993,1.042
LSO,F1994,0.114
LSO,F1995,0.732
LSO,F1996,-0.212
LSO,F1997,0.243
LSO,F1998,0.93
LSO,F1999,1.243
LSO,F2000,0.326
LSO,F2001,0.594
LSO,F2002,0.621
LSO,F2003,0.775
LSO,F2004,0.829
LSO,F2005,0.891
LSO,F2006,0.358
LSO,F2007,0.664
LSO,F2008,0.355
LSO,F2009,0.417
LSO,F2010,1.025
LSO,F2011,0.331
LSO,F2012,0.66
LSO,F2013,0.867
LSO,F2014,1.091
LSO,F2015,1.529
LSO,F2016,2.015
LSO,F2017,1.215
LSO,F2018,1.101
LSO,F2019,1.668
LSO,F2020,0.791
LSO,F2021,1.204
LSO,F2022,1.372
LTU,F1961,
LTU,F1962,
LTU,F1963,
LTU,F1964,
LTU,F1965,
LTU,F1966,
LTU,F1967,
LTU,F1968,
LTU,F1969,
LTU,F1970,
LTU,F1971,
LTU,F1972,
LTU,F1973,
LTU,F1974,
LTU,F1975,
LTU,F1976,
LTU,F1977,
LTU,F1978,
LTU,F1979,
LTU,F1980,
LTU,F1981,
LTU,F1982,
LTU,F1983,
LTU,F1984,
LTU,F1985,
LTU,F1986,
LTU,F1987,
LTU,F1988,
LTU,F1989,
LTU,F1990,
LTU,F1991,
LTU,F1992,1.485
LTU,F1993,0.297
LTU,F1994,0.947
LTU,F1995,1.515
LTU,F1996,-0.518
LTU,F1997,0.521
LTU,F1998,0.74
LTU,F1999,1.49
LTU,F2000,2.026
LTU,F2001,1.804
LTU,F2002,1.917
LTU,F2003,0.182
LTU,F2004,0.883
LTU,F2005,1.206
LTU,F2006,0.923
LTU,F2007,2.196
LTU,F2008,2.221
LTU,F2009,1.396
LTU,F2010,0.766
LTU,F2011,0.957
LTU,F2012,1.37
LTU,F2013,0.967
LTU,F2014,2.238
LTU,F2015,2.095
LTU,F2016,1.944
LTU,F2017,1.542
LTU,F2018,2.427
LTU,F2019,2.642
LTU,F2020,3.445
LTU,F2021,1.792
LTU,F2022,1.96
LUX,F1961,
LUX,F1962,
LUX,F1963,
LUX,F1964,
LUX,F1965,
LUX,F1966,
LUX,F1967,
LUX,F1968,
LUX,F1969,
LUX,F1970,
LUX,F1971,
LUX,F1972,
LUX,F1973,
LUX,F1974,
LUX,F1975,
LUX,F1976,
LUX,F1977,
LUX,F1978,
LUX,F1979,
LUX,F1980,
LUX,F1981,
LUX,F1982,
LUX,F1983,
LUX,F1984,
LUX,F1985,
LUX,F1986,
LUX,F1987,
LUX,F1988,
LUX,F1989,
LUX,F1990,
LUX,F1991,
LUX,F1992,
LUX,F1993,
LUX,F1994,
LUX,F1995,
LUX,F1996,
LUX,F1997,
LUX,F1998,
LUX,F1999,
LUX,F2000,1.651
LUX,F2001,1.433
LUX,F2002,1.393
LUX,F2003,1.692
LUX,F2004,1.013
LUX,F2005,1.129
LUX,F2006,1.357
LUX,F2007,1.94
LUX,F2008,1.279
LUX,F2009,1.188
LUX,F2010,0.325
LUX,F2011,1.343
LUX,F2012,1.262
LUX,F2013,0.569
LUX,F2014,2.475
LUX,F2015,1.528
LUX,F2016,1.877
LUX,F2017,1.647
LUX,F2018,2.468
LUX,F2019,2.155
LUX,F2020,2.632
LUX,F2021,1.158
LUX,F2022,2.926
LVA,F1961,
LVA,F1962,
LVA,F1963,
LVA,F1964,
LVA,F1965,
LVA,F1966,
LVA,F1967,
LVA,F1968,
LVA,F1969,
LVA,F1970,
LVA,F1971,
LVA,F1972,
LVA,F1973,
LVA,F1974,
LVA,F1975,
LVA,F1976,
LVA,F1977,
LVA,F1978,
LVA,F1979,
LVA,F1980,
LVA,F1981,
LVA,F1982,
LVA,F1983,
LVA,F1984,
LVA,F1985,
LVA,F1986,
LVA,F1987,
LVA,F1988,
LVA,F1989,
LVA,F1990,
LVA,F1991,
LVA,F1992,1.587
LVA,F1993,0.401
LVA,F1994,0.689
LVA,F1995,1.626
LVA,F1996,-0.411
LVA,F1997,0.766
LVA,F1998,0.657
LVA,F1999,1.562
LVA,F2000,2.022
LVA,F2001,1.83
LVA,F2002,1.73
LVA,F2003,0.253
LVA,F2004,1.027
LVA,F2005,1.355
LVA,F2006,1.087
LVA,F2007,2.206
LVA,F2008,2.403
LVA,F2009,1.524
LVA,F2010,0.704
LVA,F2011,1.151
LVA,F2012,1.408
LVA,F2013,1.082
LVA,F2014,2.33
LVA,F2015,2.166
LVA,F2016,1.946
LVA,F2017,1.503
LVA,F2018,2.36
LVA,F2019,2.462
LVA,F2020,3.55
LVA,F2021,1.987
LVA,F2022,1.953
MAC,F1961,0.055
MAC,F1962,-0.056
MAC,F1963,0.33
MAC,F1964,0.117
MAC,F1965,0.151
MAC,F1966,0.652
MAC,F1967,0.044
MAC,F1968,-0.654
MAC,F1969,-0.009
MAC,F1970,-0.398
MAC,F1971,-0.187
MAC,F1972,-0.141
MAC,F1973,0.426
MAC,F1974,-0.342
MAC,F1975,0.161
MAC,F1976,-0.769
MAC,F1977,0.167
MAC,F1978,0.016
MAC,F1979,0.029
MAC,F1980,0.244
MAC,F1981,0.37
MAC,F1982,0.057
MAC,F1983,-0.193
MAC,F1984,-0.528
MAC,F1985,-0.294
MAC,F1986,0.012
MAC,F1987,0.831
MAC,F1988,-0.139
MAC,F1989,0.257
MAC,F1990,0.271
MAC,F1991,0.726
MAC,F1992,-0.232
MAC,F1993,0.3
MAC,F1994,0.338
MAC,F1995,-0.028
MAC,F1996,0.028
MAC,F1997,0.293
MAC,F1998,0.94
MAC,F1999,0.964
MAC,F2000,0.298
MAC,F2001,0.854
MAC,F2002,0.961
MAC,F2003,0.99
MAC,F2004,0.701
MAC,F2005,0.733
MAC,F2006,0.897
MAC,F2007,1.008
MAC,F2008,0.415
MAC,F2009,0.91
MAC,F2010,0.367
MAC,F2011,0.333
MAC,F2012,0.53
MAC,F2013,0.763
MAC,F2014,0.703
MAC,F2015,1.175
MAC,F2016,0.77
MAC,F2017,1.338
MAC,F2018,1.183
MAC,F2019,1.776
MAC,F2020,1.882
MAC,F2021,2.017
MAC,F2022,1.432
MCO,F1961,0.739
MCO,F1962,-0.048
MCO,F1963,-0.631
MCO,F1964,0.408
MCO,F1965,-0.464
MCO,F1966,0.21
MCO,F1967,0.432
MCO,F1968,0.013
MCO,F1969,-0.228
MCO,F1970,-0.017
MCO,F1971,0.002
MCO,F1972,-0.114
MCO,F1973,0.288
MCO,F1974,-0.086
MCO,F1975,0.195
MCO,F1976,0.044
MCO,F1977,-0.039
MCO,F1978,-0.403
MCO,F1979,-0.018
MCO,F1980,-0.353
MCO,F1981,-0.083
MCO,F1982,0.55
MCO,F1983,0.494
MCO,F1984,-0.603
MCO,F1985,-0.106
MCO,F1986,0.433
MCO,F1987,0.196
MCO,F1988,0.758
MCO,F1989,0.908
MCO,F1990,1.284
MCO,F1991,0.107
MCO,F1992,0.651
MCO,F1993,0.461
MCO,F1994,1.302
MCO,F1995,0.672
MCO,F1996,0.211
MCO,F1997,1.297
MCO,F1998,0.922
MCO,F1999,0.924
MCO,F2000,1.112
MCO,F2001,1.381
MCO,F2002,0.916
MCO,F2003,1.645
MCO,F2004,0.851
MCO,F2005,0.806
MCO,F2006,1.183
MCO,F2007,1.643
MCO,F2008,1.103
MCO,F2009,1.468
MCO,F2010,0.452
MCO,F2011,1.403
MCO,F2012,1.396
MCO,F2013,0.724
MCO,F2014,1.811
MCO,F2015,1.902
MCO,F2016,1.773
MCO,F2017,1.962
MCO,F2018,1.94
MCO,F2019,1.919
MCO,F2020,2.2
MCO,F2021,1.5
MCO,F2022,2.737
MDA,F1961,
MDA,F1962,
MDA,F1963,
MDA,F1964,
MDA,F1965,
MDA,F1966,
MDA,F1967,
MDA,F1968,
MDA,F1969,
MDA,F1970,
MDA,F1971,
MDA,F1972,
MDA,F1973,
MDA,F1974,
MDA,F1975,
MDA,F1976,
MDA,F1977,
MDA,F1978,
MDA,F1979,
MDA,F1980,
MDA,F1981,
MDA,F1982,
MDA,F1983,
MDA,F1984,
MDA,F1985,
MDA,F1986,
MDA,F1987,
MDA,F1988,
MDA,F1989,
MDA,F1990,
MDA,F1991,
MDA,F1992,0.496
MDA,F1993,-0.643
MDA,F1994,1.662
MDA,F1995,0.635
MDA,F1996,-0.655
MDA,F1997,-0.429
MDA,F1998,0.811
MDA,F1999,0.925
MDA,F2000,1.498
MDA,F2001,1.715
MDA,F2002,1.455
MDA,F2003,-0.181
MDA,F2004,0.721
MDA,F2005,0.854
MDA,F2006,0.253
MDA,F2007,2.369
MDA,F2008,1.532
MDA,F2009,1.774
MDA,F2010,1.365
MDA,F2011,0.491
MDA,F2012,2.089
MDA,F2013,1.364
MDA,F2014,1.445
MDA,F2015,2.015
MDA,F2016,2.092
MDA,F2017,1.411
MDA,F2018,2.103
MDA,F2019,2.405
MDA,F2020,3.06
MDA,F2021,1.339
MDA,F2022,2.143
MDG,F1961,0.522
MDG,F1962,-0.117
MDG,F1963,-0.31
MDG,F1964,-0.397
MDG,F1965,-0.588
MDG,F1966,-0.06
MDG,F1967,0.308
MDG,F1968,-0.418
MDG,F1969,0.406
MDG,F1970,0.228
MDG,F1971,-0.244
MDG,F1972,-0.064
MDG,F1973,0.161
MDG,F1974,-0.291
MDG,F1975,-0.249
MDG,F1976,0.004
MDG,F1977,0.356
MDG,F1978,0.515
MDG,F1979,0.26
MDG,F1980,0.319
MDG,F1981,0.117
MDG,F1982,0.293
MDG,F1983,0.43
MDG,F1984,-0.1
MDG,F1985,0.088
MDG,F1986,-0.041
MDG,F1987,0.534
MDG,F1988,0.572
MDG,F1989,0.061
MDG,F1990,0.108
MDG,F1991,0.384
MDG,F1992,0.386
MDG,F1993,0.38
MDG,F1994,0.319
MDG,F1995,0.405
MDG,F1996,0.198
MDG,F1997,0.653
MDG,F1998,0.821
MDG,F1999,0.44
MDG,F2000,0.451
MDG,F2001,0.64
MDG,F2002,0.58
MDG,F2003,0.682
MDG,F2004,0.505
MDG,F2005,0.599
MDG,F2006,0.838
MDG,F2007,0.735
MDG,F2008,0.559
MDG,F2009,0.9
MDG,F2010,1.188
MDG,F2011,1.132
MDG,F2012,0.88
MDG,F2013,0.749
MDG,F2014,0.777
MDG,F2015,1.134
MDG,F2016,1.147
MDG,F2017,1.379
MDG,F2018,0.983
MDG,F2019,1.438
MDG,F2020,1.137
MDG,F2021,1.194
MDG,F2022,0.86
MDV,F1961,
MDV,F1962,-0.061
MDV,F1963,
MDV,F1964,
MDV,F1965,
MDV,F1966,0.42
MDV,F1967,-0.155
MDV,F1968,-0.23
MDV,F1969,0.241
MDV,F1970,
MDV,F1971,
MDV,F1972,0.21
MDV,F1973,0.574
MDV,F1974,-0.148
MDV,F1975,-0.318
MDV,F1976,0.005
MDV,F1977,0.011
MDV,F1978,-0.158
MDV,F1979,0.073
MDV,F1980,0.15
MDV,F1981,0.092
MDV,F1982,0.269
MDV,F1983,0.413
MDV,F1984,0.169
MDV,F1985,-0.072
MDV,F1986,0.149
MDV,F1987,0.595
MDV,F1988,0.787
MDV,F1989,-0.005
MDV,F1990,0.528
MDV,F1991,0.566
MDV,F1992,0.174
MDV,F1993,0.209
MDV,F1994,0.409
MDV,F1995,0.681
MDV,F1996,0.418
MDV,F1997,0.573
MDV,F1998,0.917
MDV,F1999,0.297
MDV,F2000,0.255
MDV,F2001,0.46
MDV,F2002,0.618
MDV,F2003,0.518
MDV,F2004,0.387
MDV,F2005,0.775
MDV,F2006,0.317
MDV,F2007,0.363
MDV,F2008,0.169
MDV,F2009,0.53
MDV,F2010,0.683
MDV,F2011,0.561
MDV,F2012,0.573
MDV,F2013,0.662
MDV,F2014,0.766
MDV,F2015,0.982
MDV,F2016,1.555
MDV,F2017,1.126
MDV,F2018,0.84
MDV,F2019,1.131
MDV,F2020,1.17
MDV,F2021,1.122
MDV,F2022,0.784
MEX,F1961,-0.145
MEX,F1962,0.19
MEX,F1963,0.23
MEX,F1964,-0.284
MEX,F1965,-0.057
MEX,F1966,-0.238
MEX,F1967,-0.098
MEX,F1968,-0.414
MEX,F1969,0.179
MEX,F1970,-0.3
MEX,F1971,-0.066
MEX,F1972,0.304
MEX,F1973,-0.167
MEX,F1974,-0.088
MEX,F1975,-0.332
