Row,Column,Value
DEU,F2002,1.491
DEU,F2003,1.258
DEU,F2004,0.998
DEU,F2005,1.025
DEU,F2006,1.254
DEU,F2007,2.088
DEU,F2008,1.542
DEU,F2009,1.282
DEU,F2010,0.196
DEU,F2011,1.121
DEU,F2012,1.349
DEU,F2013,0.583
DEU,F2014,2.519
DEU,F2015,1.674
DEU,F2016,1.988
DEU,F2017,1.653
DEU,F2018,2.393
DEU,F2019,2.332
DEU,F2020,2.516
DEU,F2021,1.325
DEU,F2022,2.596
DJI,F1961,0.118
DJI,F1962,-0.207
DJI,F1963,0.045
DJI,F1964,-0.289
DJI,F1965,-0.425
DJI,F1966,0.008
DJI,F1967,-0.465
DJI,F1968,-0.503
DJI,F1969,0.226
DJI,F1970,0.016
DJI,F1971,-0.236
DJI,F1972,0.115
DJI,F1973,0.686
DJI,F1974,-0.13
DJI,F1975,0.195
DJI,F1976,0.028
DJI,F1977,0.279
DJI,F1978,0.292
DJI,F1979,0.131
DJI,F1980,0.808
DJI,F1981,0.099
DJI,F1982,0.182
DJI,F1983,0.327
DJI,F1984,-0.096
DJI,F1985,0.051
DJI,F1986,-0.055
DJI,F1987,0.204
DJI,F1988,0.567
DJI,F1989,-0.104
DJI,F1990,0.524
DJI,F1991,0.467
DJI,F1992,0.434
DJI,F1993,0.303
DJI,F1994,0.275
DJI,F1995,0.659
DJI,F1996,0.775
DJI,F1997,0.663
DJI,F1998,1.004
DJI,F1999,0.409
DJI,F2000,0.834
DJI,F2001,0.811
DJI,F2002,1.363
DJI,F2003,1.468
DJI,F2004,0.953
DJI,F2005,1.206
DJI,F2006,0.889
DJI,F2007,0.864
DJI,F2008,0.302
DJI,F2009,1.404
DJI,F2010,1.037
DJI,F2011,0.902
DJI,F2012,
DJI,F2013,1.23
DJI,F2014,1.093
DJI,F2015,1.586
DJI,F2016,1.349
DJI,F2017,1.811
DJI,F2018,1.421
DJI,F2019,1.465
DJI,F2020,1.533
DJI,F2021,1.129
DJI,F2022,1.547
DMA,F1961,-0.033
DMA,F1962,0.146
DMA,F1963,0.256
DMA,F1964,0.081
DMA,F1965,-0.297
DMA,F1966,0.104
DMA,F1967,-0.23
DMA,F1968,-0.222
DMA,F1969,0.382
DMA,F1970,0.181
DMA,F1971,-0.218
DMA,F1972,-0.083
DMA,F1973,0.163
DMA,F1974,-0.396
DMA,F1975,-0.392
DMA,F1976,-0.434
DMA,F1977,0.045
DMA,F1978,0.086
DMA,F1979,0.163
DMA,F1980,0.43
DMA,F1981,0.438
DMA,F1982,0.08
DMA,F1983,0.457
DMA,F1984,-0.039
DMA,F1985,-0.062
DMA,F1986,0.015
DMA,F1987,0.596
DMA,F1988,0.394
DMA,F1989,-0.056
DMA,F1990,0.436
DMA,F1991,0.453
DMA,F1992,0.433
DMA,F1993,0.51
DMA,F1994,0.572
DMA,F1995,0.695
DMA,F1996,0.434
DMA,F1997,0.595
DMA,F1998,0.999
DMA,F1999,0.486
DMA,F2000,0.282
DMA,F2001,0.518
DMA,F2002,0.684
DMA,F2003,0.782
DMA,F2004,0.491
DMA,F2005,0.819
DMA,F2006,0.718
DMA,F2007,0.871
DMA,F2008,0.401
DMA,F2009,0.539
DMA,F2010,1.193
DMA,F2011,0.591
DMA,F2012,0.703
DMA,F2013,0.715
DMA,F2014,0.704
DMA,F2015,0.918
DMA,F2016,1.057
DMA,F2017,0.821
DMA,F2018,0.561
DMA,F2019,0.752
DMA,F2020,1.087
DMA,F2021,0.727
DMA,F2022,0.688
DNK,F1961,1.117
DNK,F1962,-0.641
DNK,F1963,-1.019
DNK,F1964,-0.274
DNK,F1965,-0.603
DNK,F1966,-0.5
DNK,F1967,0.831
DNK,F1968,0.277
DNK,F1969,-0.135
DNK,F1970,-1.204
DNK,F1971,0.261
DNK,F1972,0.289
DNK,F1973,0.67
DNK,F1974,0.58
DNK,F1975,1.335
DNK,F1976,0.301
DNK,F1977,-0.014
DNK,F1978,0.145
DNK,F1979,-1.191
DNK,F1980,-0.441
DNK,F1981,0.3
DNK,F1982,0.002
DNK,F1983,1.06
DNK,F1984,0.379
DNK,F1985,-1.004
DNK,F1986,-0.444
DNK,F1987,-0.985
DNK,F1988,0.925
DNK,F1989,1.803
DNK,F1990,1.843
DNK,F1991,0.616
DNK,F1992,1.452
DNK,F1993,0.235
DNK,F1994,0.967
DNK,F1995,1.304
DNK,F1996,-0.753
DNK,F1997,0.651
DNK,F1998,0.869
DNK,F1999,1.334
DNK,F2000,1.719
DNK,F2001,1.044
DNK,F2002,1.652
DNK,F2003,0.707
DNK,F2004,1.032
DNK,F2005,1.282
DNK,F2006,1.349
DNK,F2007,2.136
DNK,F2008,1.853
DNK,F2009,1.32
DNK,F2010,-0.199
DNK,F2011,0.677
DNK,F2012,1.139
DNK,F2013,0.397
DNK,F2014,2.677
DNK,F2015,1.516
DNK,F2016,1.852
DNK,F2017,1.619
DNK,F2018,2.109
DNK,F2019,2.18
DNK,F2020,2.633
DNK,F2021,1.69
DNK,F2022,2.219
DOM,F1961,-0.009
DOM,F1962,-0.07
DOM,F1963,-0.017
DOM,F1964,0.167
DOM,F1965,-0.314
DOM,F1966,-0.028
DOM,F1967,-0.202
DOM,F1968,-0.154
DOM,F1969,0.31
DOM,F1970,-0.052
DOM,F1971,-0.318
DOM,F1972,-0.103
DOM,F1973,0.364
DOM,F1974,-0.438
DOM,F1975,-0.026
DOM,F1976,-0.337
DOM,F1977,0.405
DOM,F1978,0.33
DOM,F1979,0.181
DOM,F1980,0.692
DOM,F1981,0.499
DOM,F1982,0.419
DOM,F1983,0.631
DOM,F1984,0.265
DOM,F1985,0.099
DOM,F1986,0.255
DOM,F1987,0.737
DOM,F1988,0.603
DOM,F1989,0.251
DOM,F1990,0.554
DOM,F1991,0.424
DOM,F1992,0.505
DOM,F1993,0.474
DOM,F1994,0.877
DOM,F1995,0.95
DOM,F1996,0.664
DOM,F1997,0.988
DOM,F1998,1.371
DOM,F1999,0.9
DOM,F2000,0.629
DOM,F2001,0.909
DOM,F2002,0.96
DOM,F2003,1.235
DOM,F2004,0.806
DOM,F2005,0.967
DOM,F2006,1.003
DOM,F2007,1.26
DOM,F2008,0.667
DOM,F2009,0.71
DOM,F2010,1.222
DOM,F2011,0.543
DOM,F2012,0.746
DOM,F2013,1.208
DOM,F2014,1.106
DOM,F2015,1.339
DOM,F2016,1.016
DOM,F2017,1.032
DOM,F2018,1.158
DOM,F2019,1.266
DOM,F2020,1.488
DOM,F2021,0.995
DOM,F2022,0.982
DZA,F1961,0.164
DZA,F1962,0.114
DZA,F1963,0.077
DZA,F1964,0.25
DZA,F1965,-0.1
DZA,F1966,0.433
DZA,F1967,-0.026
DZA,F1968,-0.067
DZA,F1969,0.291
DZA,F1970,0.116
DZA,F1971,-0.385
DZA,F1972,-0.348
DZA,F1973,-0.015
DZA,F1974,-0.503
DZA,F1975,-0.539
DZA,F1976,-0.782
DZA,F1977,0.504
DZA,F1978,0.012
DZA,F1979,0.654
DZA,F1980,0.232
DZA,F1981,0.215
DZA,F1982,0.399
DZA,F1983,0.56
DZA,F1984,-0.004
DZA,F1985,0.508
DZA,F1986,0.296
DZA,F1987,0.975
DZA,F1988,1.304
DZA,F1989,0.386
DZA,F1990,1.266
DZA,F1991,0.031
DZA,F1992,-0.312
DZA,F1993,0.552
DZA,F1994,0.732
DZA,F1995,0.595
DZA,F1996,0.846
DZA,F1997,1.059
DZA,F1998,1.109
DZA,F1999,1.476
DZA,F2000,0.82
DZA,F2001,1.856
DZA,F2002,1.258
DZA,F2003,1.585
DZA,F2004,0.988
DZA,F2005,1.264
DZA,F2006,1.395
DZA,F2007,1.22
DZA,F2008,1.185
DZA,F2009,0.945
DZA,F2010,2.265
DZA,F2011,1.398
DZA,F2012,1.147
DZA,F2013,1.192
DZA,F2014,1.69
DZA,F2015,1.121
DZA,F2016,1.757
DZA,F2017,1.512
DZA,F2018,1.21
DZA,F2019,1.115
DZA,F2020,1.926
DZA,F2021,2.33
DZA,F2022,1.688
ECU,F1961,-0.108
ECU,F1962,-0.218
ECU,F1963,-0.062
ECU,F1964,-0.239
ECU,F1965,0.111
ECU,F1966,0.042
ECU,F1967,-0.422
ECU,F1968,-0.346
ECU,F1969,0.442
ECU,F1970,-0.131
ECU,F1971,-0.569
ECU,F1972,0.55
ECU,F1973,0.124
ECU,F1974,-0.246
ECU,F1975,-0.314
ECU,F1976,0.32
ECU,F1977,0.341
ECU,F1978,0.237
ECU,F1979,0.514
ECU,F1980,0.496
ECU,F1981,0.028
ECU,F1982,0.595
ECU,F1983,1.176
ECU,F1984,0.024
ECU,F1985,-0.07
ECU,F1986,0.194
ECU,F1987,1.074
ECU,F1988,0.425
ECU,F1989,-0.003
ECU,F1990,0.503
ECU,F1991,0.536
ECU,F1992,0.873
ECU,F1993,0.571
ECU,F1994,0.363
ECU,F1995,0.738
ECU,F1996,0.053
ECU,F1997,1.24
ECU,F1998,1.311
ECU,F1999,0.202
ECU,F2000,0.244
ECU,F2001,0.478
ECU,F2002,0.777
ECU,F2003,0.83
ECU,F2004,0.835
ECU,F2005,0.837
ECU,F2006,0.808
ECU,F2007,0.818
ECU,F2008,0.702
ECU,F2009,0.961
ECU,F2010,1.087
ECU,F2011,0.783
ECU,F2012,0.663
ECU,F2013,0.491
ECU,F2014,1.011
ECU,F2015,1.393
ECU,F2016,1.55
ECU,F2017,1.155
ECU,F2018,0.967
ECU,F2019,1.279
ECU,F2020,1.509
ECU,F2021,1.032
ECU,F2022,0.736
EGY,F1961,-0.241
EGY,F1962,0.64
EGY,F1963,0.628
EGY,F1964,-0.373
EGY,F1965,-0.104
EGY,F1966,0.447
EGY,F1967,-0.678
EGY,F1968,-0.126
EGY,F1969,0.451
EGY,F1970,-0.114
EGY,F1971,-0.257
EGY,F1972,-0.049
EGY,F1973,-0.304
EGY,F1974,-0.12
EGY,F1975,-0.482
EGY,F1976,-0.299
EGY,F1977,-0.119
EGY,F1978,-0.273
EGY,F1979,0.585
EGY,F1980,-0.08
EGY,F1981,-0.259
EGY,F1982,-0.413
EGY,F1983,-1.123
EGY,F1984,-0.228
EGY,F1985,0.243
EGY,F1986,0.118
EGY,F1987,-0.317
EGY,F1988,0.211
EGY,F1989,-0.216
EGY,F1990,-0.082
EGY,F1991,0.384
EGY,F1992,-0.611
EGY,F1993,0.014
EGY,F1994,0.611
EGY,F1995,0.151
EGY,F1996,0.381
EGY,F1997,0.009
EGY,F1998,0.744
EGY,F1999,0.828
EGY,F2000,0.054
EGY,F2001,0.656
EGY,F2002,0.827
EGY,F2003,0.73
EGY,F2004,0.647
EGY,F2005,0.511
EGY,F2006,0.726
EGY,F2007,0.602
EGY,F2008,0.937
EGY,F2009,0.921
EGY,F2010,2.325
EGY,F2011,0.629
EGY,F2012,0.939
EGY,F2013,1.049
EGY,F2014,1.254
EGY,F2015,1.211
EGY,F2016,1.396
EGY,F2017,0.616
EGY,F2018,2.049
EGY,F2019,1.04
EGY,F2020,1.117
EGY,F2021,1.727
EGY,F2022,0.655
ERI,F1961,
ERI,F1962,
ERI,F1963,
ERI,F1964,
ERI,F1965,
ERI,F1966,
ERI,F1967,
ERI,F1968,
ERI,F1969,
ERI,F1970,
ERI,F1971,
ERI,F1972,
ERI,F1973,
ERI,F1974,
ERI,F1975,
ERI,F1976,
ERI,F1977,
ERI,F1978,
ERI,F1979,
ERI,F1980,
ERI,F1981,
ERI,F1982,
ERI,F1983,
ERI,F1984,
ERI,F1985,
ERI,F1986,
ERI,F1987,
ERI,F1988,
ERI,F1989,
ERI,F1990,
ERI,F1991,
ERI,F1992,
ERI,F1993,
ERI,F1994,
ERI,F1995,
ERI,F1996,0.097
ERI,F1997,0.27
ERI,F1998,0.442
ERI,F1999,0.822
ERI,F2000,0.561
ERI,F2001,0.498
ERI,F2002,1.077
ERI,F2003,0.666
ERI,F2004,1.127
ERI,F2005,0.798
ERI,F2006,0.928
ERI,F2007,0.275
ERI,F2008,1.097
ERI,F2009,1.759
ERI,F2010,1.644
ERI,F2011,1.478
ERI,F2012,1.476
ERI,F2013,1.186
ERI,F2014,0.985
ERI,F2015,1.814
ERI,F2016,0.99
ERI,F2017,1.309
ERI,F2018,0.976
ERI,F2019,0.907
ERI,F2020,
ERI,F2021,1.49
ERI,F2022,0.53
ESH,F1961,0.632
ESH,F1962,0.576
ESH,F1963,0.333
ESH,F1964,0.819
ESH,F1965,-0.337
ESH,F1966,0.284
ESH,F1967,-0.026
ESH,F1968,-0.368
ESH,F1969,0.383
ESH,F1970,0.543
ESH,F1971,-0.637
ESH,F1972,-1.096
ESH,F1973,-0.014
ESH,F1974,-0.589
ESH,F1975,-0.266
ESH,F1976,-0.959
ESH,F1977,0.119
ESH,F1978,0.403
ESH,F1979,0.537
ESH,F1980,0.497
ESH,F1981,0.621
ESH,F1982,0.418
ESH,F1983,0.837
ESH,F1984,0.432
ESH,F1985,0.759
ESH,F1986,0.294
ESH,F1987,1.109
ESH,F1988,0.384
ESH,F1989,0.691
ESH,F1990,1.367
ESH,F1991,0.55
ESH,F1992,0.529
ESH,F1993,0.315
ESH,F1994,0.903
ESH,F1995,1.356
ESH,F1996,1.353
ESH,F1997,1.536
ESH,F1998,1.415
ESH,F1999,0.935
ESH,F2000,0.874
ESH,F2001,1.296
ESH,F2002,1.249
ESH,F2003,1.387
ESH,F2004,1.55
ESH,F2005,1.21
ESH,F2006,1.406
ESH,F2007,0.903
ESH,F2008,1.351
ESH,F2009,0.938
ESH,F2010,1.898
ESH,F2011,1.579
ESH,F2012,1.344
ESH,F2013,1.423
ESH,F2014,1.401
ESH,F2015,1.51
ESH,F2016,1.732
ESH,F2017,2.204
ESH,F2018,0.942
ESH,F2019,1.477
ESH,F2020,2.069
ESH,F2021,1.593
ESH,F2022,1.97
ESP,F1961,0.728
ESP,F1962,0.411
ESP,F1963,-0.233
ESP,F1964,0.486
ESP,F1965,-0.2
ESP,F1966,0.392
ESP,F1967,0.146
ESP,F1968,0.093
ESP,F1969,-0.285
ESP,F1970,0.131
ESP,F1971,-0.741
ESP,F1972,-0.825
ESP,F1973,-0.164
ESP,F1974,-0.434
ESP,F1975,-0.091
ESP,F1976,-0.367
ESP,F1977,-0.16
ESP,F1978,0.101
ESP,F1979,0.276
ESP,F1980,0.186
ESP,F1981,0.344
ESP,F1982,0.709
ESP,F1983,0.55
ESP,F1984,-0.163
ESP,F1985,0.484
ESP,F1986,0.259
ESP,F1987,0.724
ESP,F1988,0.796
ESP,F1989,1.039
ESP,F1990,1.446
ESP,F1991,0.209
ESP,F1992,0.305
ESP,F1993,-0.059
ESP,F1994,1.044
ESP,F1995,1.444
ESP,F1996,0.722
ESP,F1997,1.535
ESP,F1998,1.189
ESP,F1999,0.814
ESP,F2000,0.81
ESP,F2001,1.406
ESP,F2002,0.812
ESP,F2003,1.598
ESP,F2004,1.004
ESP,F2005,0.902
ESP,F2006,1.526
ESP,F2007,0.835
ESP,F2008,0.864
ESP,F2009,1.36
ESP,F2010,0.908
ESP,F2011,1.613
ESP,F2012,1.043
ESP,F2013,0.906
ESP,F2014,1.603
ESP,F2015,1.533
ESP,F2016,1.714
ESP,F2017,2.036
ESP,F2018,1.149
ESP,F2019,1.534
ESP,F2020,2.083
ESP,F2021,1.431
ESP,F2022,2.489
EST,F1961,
EST,F1962,
EST,F1963,
EST,F1964,
EST,F1965,
EST,F1966,
EST,F1967,
EST,F1968,
EST,F1969,
EST,F1970,
EST,F1971,
EST,F1972,
EST,F1973,
EST,F1974,
EST,F1975,
EST,F1976,
EST,F1977,
EST,F1978,
EST,F1979,
EST,F1980,
EST,F1981,
EST,F1982,
EST,F1983,
EST,F1984,
EST,F1985,
EST,F1986,
EST,F1987,
EST,F1988,
EST,F1989,
EST,F1990,
EST,F1991,
EST,F1992,1.601
EST,F1993,0.553
EST,F1994,0.359
EST,F1995,1.748
EST,F1996,-0.35
EST,F1997,0.932
EST,F1998,0.542
EST,F1999,1.524
EST,F2000,2.066
EST,F2001,1.838
EST,F2002,1.483
EST,F2003,0.234
EST,F2004,1.184
EST,F2005,1.597
EST,F2006,1.262
EST,F2007,2.269
EST,F2008,2.607
EST,F2009,1.622
EST,F2010,0.554
EST,F2011,1.299
EST,F2012,1.47
EST,F2013,1.183
EST,F2014,2.447
EST,F2015,2.377
EST,F2016,1.936
EST,F2017,1.502
EST,F2018,2.413
EST,F2019,2.218
EST,F2020,3.625
EST,F2021,2.167
EST,F2022,1.961
ETH,F1961,
ETH,F1962,
ETH,F1963,
ETH,F1964,
ETH,F1965,
ETH,F1966,
ETH,F1967,
ETH,F1968,
ETH,F1969,
ETH,F1970,
ETH,F1971,
ETH,F1972,
ETH,F1973,
ETH,F1974,
ETH,F1975,
ETH,F1976,
ETH,F1977,
ETH,F1978,
ETH,F1979,
ETH,F1980,
ETH,F1981,
ETH,F1982,
ETH,F1983,
ETH,F1984,
ETH,F1985,
ETH,F1986,
ETH,F1987,
ETH,F1988,
ETH,F1989,
ETH,F1990,
ETH,F1991,
ETH,F1992,
ETH,F1993,0.132
ETH,F1994,0.483
ETH,F1995,0.718
ETH,F1996,0.689
ETH,F1997,0.619
ETH,F1998,0.772
ETH,F1999,0.305
ETH,F2000,0.565
ETH,F2001,0.729
ETH,F2002,1.031
ETH,F2003,1.092
ETH,F2004,0.834
ETH,F2005,1.092
ETH,F2006,1.003
ETH,F2007,0.88
ETH,F2008,0.832
ETH,F2009,1.339
ETH,F2010,1.276
ETH,F2011,1.174
ETH,F2012,1.104
ETH,F2013,1.229
ETH,F2014,1.187
ETH,F2015,1.442
ETH,F2016,1.532
ETH,F2017,1.496
ETH,F2018,0.986
ETH,F2019,1.32
ETH,F2020,1.343
ETH,F2021,1.516
ETH,F2022,1.455
FIN,F1961,1.892
FIN,F1962,-0.339
FIN,F1963,-0.401
FIN,F1964,0.338
FIN,F1965,-0.263
FIN,F1966,-1.801
FIN,F1967,1.088
FIN,F1968,-1.634
FIN,F1969,-0.478
FIN,F1970,-0.629
FIN,F1971,-0.452
FIN,F1972,0.933
FIN,F1973,1.138
FIN,F1974,1.121
FIN,F1975,1.893
FIN,F1976,-0.877
FIN,F1977,-0.227
FIN,F1978,-0.526
FIN,F1979,-0.755
FIN,F1980,-0.38
FIN,F1981,-0.24
FIN,F1982,-0.155
FIN,F1983,0.964
FIN,F1984,0.757
FIN,F1985,-1.177
FIN,F1986,-0.181
FIN,F1987,-1.652
FIN,F1988,0.579
FIN,F1989,2.179
FIN,F1990,1.249
FIN,F1991,1.138
FIN,F1992,1.165
FIN,F1993,0.937
FIN,F1994,0.146
FIN,F1995,1.701
FIN,F1996,0.137
FIN,F1997,0.783
FIN,F1998,0.071
FIN,F1999,1.159
FIN,F2000,2.024
FIN,F2001,1.365
FIN,F2002,1.171
FIN,F2003,0.713
FIN,F2004,1.233
FIN,F2005,2.201
FIN,F2006,1.204
FIN,F2007,1.946
FIN,F2008,2.13
FIN,F2009,1.695
FIN,F2010,0.242
FIN,F2011,1.354
FIN,F2012,1.54
FIN,F2013,1.424
FIN,F2014,2.591
FIN,F2015,2.613
FIN,F2016,2.151
FIN,F2017,1.487
FIN,F2018,2.157
FIN,F2019,1.452
FIN,F2020,3.317
FIN,F2021,1.938
FIN,F2022,2.062
FJI,F1961,0.219
FJI,F1962,-0.083
FJI,F1963,-0.046
FJI,F1964,0.185
FJI,F1965,-0.643
FJI,F1966,-0.293
FJI,F1967,-0.286
FJI,F1968,-0.103
FJI,F1969,-0.075
FJI,F1970,0.118
FJI,F1971,0.157
FJI,F1972,-0.208
FJI,F1973,0.446
FJI,F1974,0.221
FJI,F1975,0.227
FJI,F1976,-0.004
FJI,F1977,-0.079
FJI,F1978,-0.002
FJI,F1979,0.154
FJI,F1980,0.195
FJI,F1981,0.161
FJI,F1982,0.151
FJI,F1983,0.111
FJI,F1984,0.358
FJI,F1985,0.317
FJI,F1986,-0.103
FJI,F1987,0.206
FJI,F1988,0.846
FJI,F1989,0.247
FJI,F1990,0.348
FJI,F1991,0.09
FJI,F1992,0.039
FJI,F1993,-0.319
FJI,F1994,-0.133
FJI,F1995,0.385
FJI,F1996,0.445
FJI,F1997,0.152
FJI,F1998,0.765
FJI,F1999,0.538
FJI,F2000,0.706
FJI,F2001,0.728
FJI,F2002,0.72
FJI,F2003,0.581
FJI,F2004,0.526
FJI,F2005,0.698
FJI,F2006,0.636
FJI,F2007,1.032
FJI,F2008,0.584
FJI,F2009,0.409
FJI,F2010,0.978
FJI,F2011,0.898
FJI,F2012,0.589
FJI,F2013,0.916
FJI,F2014,0.646
FJI,F2015,0.517
FJI,F2016,0.97
FJI,F2017,1.127
FJI,F2018,0.953
FJI,F2019,1.065
FJI,F2020,1.237
FJI,F2021,1.075
FJI,F2022,1.346
FLK,F1961,-0.351
FLK,F1962,0.401
FLK,F1963,-0.286
FLK,F1964,-0.082
FLK,F1965,0.178
FLK,F1966,-0.606
FLK,F1967,0.011
FLK,F1968,0.286
FLK,F1969,-0.348
FLK,F1970,0.203
FLK,F1971,-0.223
FLK,F1972,-0.505
FLK,F1973,0.219
FLK,F1974,0.211
FLK,F1975,0.128
FLK,F1976,-0.223
FLK,F1977,-0.089
FLK,F1978,0.228
FLK,F1979,0.644
FLK,F1980,0.186
FLK,F1981,0.186
FLK,F1982,
FLK,F1983,
FLK,F1984,
FLK,F1985,
FLK,F1986,
FLK,F1987,
FLK,F1988,
FLK,F1989,
FLK,F1990,
FLK,F1991,
FLK,F1992,
FLK,F1993,
FLK,F1994,
FLK,F1995,
FLK,F1996,
FLK,F1997,
FLK,F1998,
FLK,F1999,
FLK,F2000,
FLK,F2001,
FLK,F2002,
FLK,F2003,
FLK,F2004,
FLK,F2005,
FLK,F2006,
FLK,F2007,
FLK,F2008,
FLK,F2009,
FLK,F2010,
FLK,F2011,
FLK,F2012,
FLK,F2013,
FLK,F2014,
FLK,F2015,
FLK,F2016,
FLK,F2017,
FLK,F2018,
FLK,F2019,
FLK,F2020,
FLK,F2021,
FLK,F2022,
FRA,F1961,0.827
FRA,F1962,-0.301
FRA,F1963,-0.955
FRA,F1964,0.025
FRA,F1965,-0.625
FRA,F1966,0.421
FRA,F1967,0.494
FRA,F1968,-0.073
FRA,F1969,0.024
FRA,F1970,-0.092
FRA,F1971,-0.161
FRA,F1972,-0.325
FRA,F1973,0.059
FRA,F1974,-0.081
FRA,F1975,0.483
FRA,F1976,0.368
FRA,F1977,0.015
FRA,F1978,-0.216
FRA,F1979,-0.187
FRA,F1980,-0.217
FRA,F1981,0.097
FRA,F1982,0.812
FRA,F1983,0.721
FRA,F1984,-0.082
FRA,F1985,-0.338
FRA,F1986,-0.003
FRA,F1987,0.001
FRA,F1988,0.773
FRA,F1989,1.278
FRA,F1990,1.591
FRA,F1991,0.257
FRA,F1992,0.659
FRA,F1993,0.325
FRA,F1994,1.547
FRA,F1995,1.326
FRA,F1996,0.188
FRA,F1997,1.24
FRA,F1998,0.947
FRA,F1999,1.199
FRA,F2000,1.175
FRA,F2001,1.391
FRA,F2002,1.054
FRA,F2003,1.8
FRA,F2004,0.969
FRA,F2005,1.02
FRA,F2006,1.306
FRA,F2007,1.407
FRA,F2008,0.992
FRA,F2009,1.212
FRA,F2010,0.395
FRA,F2011,1.534
FRA,F2012,1.22
FRA,F2013,0.714
FRA,F2014,2.049
FRA,F2015,1.612
FRA,F2016,1.794
FRA,F2017,1.796
FRA,F2018,2.06
FRA,F2019,2.023
FRA,F2020,2.551
FRA,F2021,1.337
FRA,F2022,2.929
FRO,F1961,0.63
FRO,F1962,-0.48
FRO,F1963,-0.056
FRO,F1964,0.478
FRO,F1965,-0.354
FRO,F1966,-0.393
FRO,F1967,-0.12
FRO,F1968,-0.25
FRO,F1969,-0.344
FRO,F1970,-0.51
FRO,F1971,0.245
FRO,F1972,0.672
FRO,F1973,-0.049
FRO,F1974,0.501
FRO,F1975,-0.024
FRO,F1976,0.508
FRO,F1977,-0.311
FRO,F1978,-0.11
FRO,F1979,-0.873
FRO,F1980,0.041
FRO,F1981,-0.364
FRO,F1982,0.223
FRO,F1983,-0.266
FRO,F1984,0.489
FRO,F1985,-0.118
FRO,F1986,-0.119
FRO,F1987,0.221
FRO,F1988,0.303
FRO,F1989,0.53
FRO,F1990,0.801
FRO,F1991,1.113
FRO,F1992,0.812
FRO,F1993,-0.053
FRO,F1994,-0.172
FRO,F1995,-0.31
FRO,F1996,0.202
FRO,F1997,0.755
FRO,F1998,0.553
FRO,F1999,0.469
FRO,F2000,0.188
FRO,F2001,0.461
FRO,F2002,1.034
FRO,F2003,1.604
FRO,F2004,1.019
FRO,F2005,0.487
FRO,F2006,1.136
FRO,F2007,0.952
FRO,F2008,0.89
FRO,F2009,1.441
FRO,F2010,0.26
FRO,F2011,1.055
FRO,F2012,0.359
FRO,F2013,0.597
FRO,F2014,1.764
FRO,F2015,0.813
FRO,F2016,0.803
FRO,F2017,1.49
FRO,F2018,0.831
FRO,F2019,0.877
FRO,F2020,0.839
FRO,F2021,1.012
FRO,F2022,1.396
FSM,F1961,
FSM,F1962,
FSM,F1963,
FSM,F1964,
FSM,F1965,
FSM,F1966,
FSM,F1967,
FSM,F1968,
FSM,F1969,
FSM,F1970,
FSM,F1971,
FSM,F1972,
FSM,F1973,
FSM,F1974,
FSM,F1975,
FSM,F1976,
FSM,F1977,
FSM,F1978,
FSM,F1979,
FSM,F1980,
FSM,F1981,
FSM,F1982,
FSM,F1983,
FSM,F1984,
FSM,F1985,
FSM,F1986,
FSM,F1987,
FSM,F1988,
FSM,F1989,
FSM,F1990,
FSM,F1991,-0.041
FSM,F1992,0.081
FSM,F1993,-0.164
FSM,F1994,0.065
FSM,F1995,0.035
FSM,F1996,0.051
FSM,F1997,0.005
FSM,F1998,0.238
FSM,F1999,-0.093
FSM,F2000,-0.029
FSM,F2001,0.115
FSM,F2002,0.017
FSM,F2003,0.074
FSM,F2004,0.154
FSM,F2005,0.098
FSM,F2006,0.18
FSM,F2007,0.097
FSM,F2008,-0.116
FSM,F2009,0.04
FSM,F2010,0.217
FSM,F2011,0.103
FSM,F2012,0.473
FSM,F2013,0.59
FSM,F2014,0.438
FSM,F2015,0.486
FSM,F2016,0.868
FSM,F2017,0.877
FSM,F2018,0.727
FSM,F2019,0.543
FSM,F2020,0.806
FSM,F2021,0.598
FSM,F2022,0.627
GAB,F1961,-0.139
GAB,F1962,-0.063
GAB,F1963,0.232
GAB,F1964,-0.148
GAB,F1965,-0.164
GAB,F1966,0.14
GAB,F1967,-0.127
GAB,F1968,-0.138
GAB,F1969,0.11
GAB,F1970,0.142
GAB,F1971,-0.053
GAB,F1972,-0.064
GAB,F1973,0.468
GAB,F1974,-0.084
GAB,F1975,-0.126
GAB,F1976,-0.335
GAB,F1977,0.185
GAB,F1978,0.069
GAB,F1979,0.385
GAB,F1980,0.307
GAB,F1981,-0.176
GAB,F1982,-0.374
GAB,F1983,0.174
GAB,F1984,0.204
GAB,F1985,-0.219
GAB,F1986,-0.126
GAB,F1987,0.272
GAB,F1988,0.232
GAB,F1989,-0.023
GAB,F1990,0.124
GAB,F1991,0.081
GAB,F1992,-0.166
GAB,F1993,0.19
GAB,F1994,0.187
GAB,F1995,0.582
GAB,F1996,0.104
GAB,F1997,0.292
GAB,F1998,1.119
GAB,F1999,0.589
GAB,F2000,0.307
GAB,F2001,0.286
GAB,F2002,0.662
GAB,F2003,0.893
GAB,F2004,0.831
GAB,F2005,0.808
GAB,F2006,0.737
GAB,F2007,0.926
GAB,F2008,0.782
GAB,F2009,0.824
GAB,F2010,1.08
GAB,F2011,0.657
GAB,F2012,0.615
GAB,F2013,0.794
GAB,F2014,0.805
GAB,F2015,1.024
GAB,F2016,1.505
GAB,F2017,1.353
GAB,F2018,1.026
